temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation,snowfall,visibility,dew_point_2m,DATE,HOUR
-4.7,37,2.66,0.0,0.0,,-17.3,28/02/2014,21
-4.9,39,2.69,0.0,0.0,,-16.8,28/02/2014,22
-5.1,42,2.55,0.0,0.0,,-16.0,28/02/2014,23
-5.3,45,2.28,0.0,0.0,,-15.4,01/03/2014,0
-5.7,49,2.11,0.0,0.0,,-14.8,01/03/2014,1
-6.0,53,2.11,0.0,0.0,,-14.1,01/03/2014,2
-6.5,55,1.75,0.0,0.0,,-14.0,01/03/2014,3
-6.6,59,1.5,0.0,0.0,,-13.3,01/03/2014,4
-6.6,63,1.44,0.0,0.0,,-12.5,01/03/2014,5
-6.5,66,1.7,0.0,0.0,,-11.8,01/03/2014,6
-6.5,69,1.86,0.0,0.0,,-11.2,01/03/2014,7
-6.4,72,1.64,0.0,0.0,,-10.5,01/03/2014,8
-4.1,65,1.91,0.0,0.0,,-9.8,01/03/2014,9
-1.6,54,2.5,0.0,0.0,,-9.8,01/03/2014,10
0.7,46,2.4,0.0,0.0,,-9.5,01/03/2014,11
2.9,41,2.4,0.0,0.0,,-8.9,01/03/2014,12
4.9,38,2.53,0.0,0.0,,-8.3,01/03/2014,13
6.6,36,2.43,0.0,0.0,,-7.4,01/03/2014,14
6.7,34,2.65,0.0,0.0,,-8.3,01/03/2014,15
7.2,36,2.4,0.0,0.0,,-7.0,01/03/2014,16
6.7,39,2.14,0.0,0.0,,-6.4,01/03/2014,17
5.7,46,1.43,0.0,0.0,,-5.0,01/03/2014,18
3.3,54,2.45,0.0,0.0,,-5.3,01/03/2014,19
1.2,62,2.22,0.0,0.0,,-5.2,01/03/2014,20
0.3,69,2.24,0.0,0.0,,-4.8,01/03/2014,21
-0.1,74,2.39,0.0,0.0,,-4.2,01/03/2014,22
-0.4,78,1.8,0.0,0.0,,-3.7,01/03/2014,23
-0.6,80,1.9,0.0,0.0,,-3.7,02/03/2014,0
-0.6,77,2.15,0.0,0.0,,-4.1,02/03/2014,1
-0.8,77,2.64,0.0,0.0,,-4.4,02/03/2014,2
-0.2,74,2.76,0.0,0.0,,-4.3,02/03/2014,3
-0.2,76,2.76,0.0,0.0,,-4.0,02/03/2014,4
-0.1,78,2.69,0.0,0.0,,-3.5,02/03/2014,5
0.5,79,2.48,0.0,0.0,,-2.8,02/03/2014,6
0.6,81,2.48,0.0,0.0,,-2.3,02/03/2014,7
0.8,82,2.64,0.0,0.0,,-1.9,02/03/2014,8
2.4,78,2.97,0.0,0.0,,-1.1,02/03/2014,9
5.7,67,2.52,0.0,0.0,,0.1,02/03/2014,10
7.2,63,1.3,0.0,0.0,,0.6,02/03/2014,11
8.5,61,1.12,0.4,0.0,,1.4,02/03/2014,12
9.2,65,1.3,2.1,0.0,,3.0,02/03/2014,13
7.9,72,2.26,0.3,0.0,,3.2,02/03/2014,14
9.5,60,3.81,0.0,0.0,,2.1,02/03/2014,15
6.4,79,3.42,0.7,0.0,,3.0,02/03/2014,16
4.9,91,2.63,1.6,0.0,,3.5,02/03/2014,17
4.5,93,1.24,1.7,0.0,,3.4,02/03/2014,18
4.0,94,1.86,0.9,0.0,,3.1,02/03/2014,19
3.5,95,2.16,0.5,0.0,,2.7,02/03/2014,20
3.0,96,2.1,0.2,0.0,,2.4,02/03/2014,21
2.6,97,2.14,0.0,0.0,,2.1,02/03/2014,22
2.2,96,2.4,0.4,0.0,,1.7,02/03/2014,23
1.8,95,2.52,0.6,0.0,,1.1,03/03/2014,0
1.1,95,3.4,1.3,0.14,,0.4,03/03/2014,1
0.3,95,3.9,1.2,0.42,,-0.4,03/03/2014,2
0.5,95,4.0,1.5,0.21,,-0.3,03/03/2014,3
-0.5,95,4.36,1.4,0.56,,-1.2,03/03/2014,4
-1.5,94,4.34,1.7,1.12,,-2.3,03/03/2014,5
-2.6,88,4.28,1.7,1.12,,-4.3,03/03/2014,6
-3.8,82,5.06,1.6,1.05,,-6.4,03/03/2014,7
-5.2,79,5.2,1.5,1.05,,-8.4,03/03/2014,8
-6.6,79,4.91,1.7,1.19,,-9.7,03/03/2014,9
-7.6,78,4.5,1.8,1.26,,-10.7,03/03/2014,10
-8.3,76,4.54,1.5,1.05,,-11.7,03/03/2014,11
-8.5,73,4.24,1.0,0.7,,-12.6,03/03/2014,12
-8.2,67,4.23,0.6,0.42,,-13.2,03/03/2014,13
-8.1,66,4.36,0.4,0.28,,-13.4,03/03/2014,14
-8.1,64,4.05,0.3,0.21,,-13.6,03/03/2014,15
-8.0,63,4.27,0.2,0.14,,-13.9,03/03/2014,16
-7.3,58,4.18,0.0,0.07,,-14.1,03/03/2014,17
-6.9,56,3.71,0.0,0.0,,-14.1,03/03/2014,18
-7.3,61,2.88,0.0,0.0,,-13.4,03/03/2014,19
-8.3,66,2.55,0.0,0.0,,-13.5,03/03/2014,20
-10.0,71,2.37,0.0,0.0,,-14.3,03/03/2014,21
-11.7,73,2.91,0.0,0.0,,-15.6,03/03/2014,22
-13.3,74,3.4,0.0,0.0,,-16.9,03/03/2014,23
-14.7,75,3.44,0.0,0.0,,-18.1,04/03/2014,0
-15.7,76,3.44,0.0,0.0,,-19.0,04/03/2014,1
-16.8,76,3.23,0.0,0.0,,-20.0,04/03/2014,2
-18.0,77,3.26,0.0,0.0,,-21.0,04/03/2014,3
-18.3,77,3.23,0.0,0.0,,-21.3,04/03/2014,4
-18.5,78,3.24,0.0,0.0,,-21.4,04/03/2014,5
-18.2,78,2.52,0.0,0.0,,-21.1,04/03/2014,6
-18.0,78,2.5,0.0,0.0,,-20.9,04/03/2014,7
-18.2,79,2.6,0.0,0.0,,-20.9,04/03/2014,8
-14.9,71,2.71,0.0,0.0,,-19.0,04/03/2014,9
-12.9,67,2.47,0.0,0.0,,-17.7,04/03/2014,10
-8.5,60,2.08,0.0,0.0,,-15.0,04/03/2014,11
-6.3,51,1.43,0.0,0.0,,-14.9,04/03/2014,12
-4.8,47,1.0,0.0,0.0,,-14.4,04/03/2014,13
-3.5,45,0.76,0.0,0.0,,-13.9,04/03/2014,14
-2.4,47,0.54,0.0,0.0,,-12.3,04/03/2014,15
-1.7,53,0.54,0.0,0.0,,-10.1,04/03/2014,16
-1.8,58,0.99,0.0,0.0,,-8.9,04/03/2014,17
-2.8,60,1.17,0.0,0.0,,-9.4,04/03/2014,18
-4.9,67,2.05,0.0,0.0,,-10.1,04/03/2014,19
-5.3,62,1.94,0.0,0.0,,-11.4,04/03/2014,20
-4.9,61,1.97,0.0,0.0,,-11.3,04/03/2014,21
-5.3,63,1.8,0.0,0.0,,-11.2,04/03/2014,22
-5.1,64,1.22,0.0,0.0,,-10.9,04/03/2014,23
-5.2,65,1.22,0.0,0.0,,-10.7,05/03/2014,0
-5.3,66,0.67,0.0,0.0,,-10.6,05/03/2014,1
-5.5,68,0.89,0.0,0.0,,-10.5,05/03/2014,2
-5.1,62,0.81,0.0,0.0,,-11.4,05/03/2014,3
-5.0,59,0.61,0.0,0.0,,-11.7,05/03/2014,4
-5.1,60,0.91,0.0,0.0,,-11.7,05/03/2014,5
-5.1,60,1.92,0.0,0.0,,-11.8,05/03/2014,6
-5.2,59,1.62,0.0,0.0,,-12.0,05/03/2014,7
-5.4,60,1.49,0.0,0.0,,-11.9,05/03/2014,8
-4.3,60,1.0,0.0,0.0,,-10.9,05/03/2014,9
-2.0,52,1.22,0.0,0.0,,-10.6,05/03/2014,10
-1.4,65,1.61,0.0,0.0,,-7.1,05/03/2014,11
2.2,51,2.0,0.0,0.0,,-7.0,05/03/2014,12
2.8,60,2.22,0.0,0.0,,-4.2,05/03/2014,13
4.0,54,2.02,0.0,0.0,,-4.5,05/03/2014,14
4.1,55,1.91,0.0,0.0,,-4.2,05/03/2014,15
4.4,53,2.22,0.0,0.0,,-4.4,05/03/2014,16
4.5,49,2.6,0.0,0.0,,-5.3,05/03/2014,17
3.2,60,1.52,0.0,0.0,,-3.8,05/03/2014,18
1.9,59,2.56,0.0,0.0,,-5.2,05/03/2014,19
-0.2,63,2.51,0.0,0.0,,-6.4,05/03/2014,20
-1.1,61,3.67,0.0,0.0,,-7.7,05/03/2014,21
-1.6,60,4.21,0.0,0.0,,-8.4,05/03/2014,22
-2.0,61,4.21,0.0,0.0,,-8.5,05/03/2014,23
-2.4,63,4.07,0.0,0.0,,-8.6,06/03/2014,0
-2.9,63,4.25,0.0,0.0,,-9.0,06/03/2014,1
-3.5,62,4.34,0.0,0.0,,-9.7,06/03/2014,2
-3.4,60,4.34,0.0,0.0,,-10.0,06/03/2014,3
-4.0,59,4.21,0.0,0.0,,-10.7,06/03/2014,4
-4.5,60,3.86,0.0,0.0,,-11.0,06/03/2014,5
-4.8,61,4.06,0.0,0.0,,-11.1,06/03/2014,6
-5.0,63,3.86,0.0,0.0,,-11.0,06/03/2014,7
-5.0,63,3.55,0.0,0.0,,-10.9,06/03/2014,8
-4.5,62,3.33,0.0,0.0,,-10.6,06/03/2014,9
-3.6,61,3.3,0.0,0.0,,-10.1,06/03/2014,10
-2.4,58,3.64,0.0,0.0,,-9.6,06/03/2014,11
-1.3,56,3.76,0.0,0.0,,-9.1,06/03/2014,12
-0.5,55,3.1,0.0,0.0,,-8.6,06/03/2014,13
0.2,53,3.54,0.0,0.0,,-8.2,06/03/2014,14
-0.2,55,3.71,0.0,0.0,,-8.1,06/03/2014,15
0.1,55,4.0,0.0,0.0,,-7.9,06/03/2014,16
0.0,55,4.0,0.0,0.0,,-7.9,06/03/2014,17
-0.5,58,2.41,0.0,0.0,,-7.9,06/03/2014,18
-1.3,62,2.19,0.0,0.0,,-7.5,06/03/2014,19
-1.9,67,2.01,0.0,0.0,,-7.3,06/03/2014,20
-2.4,70,3.38,0.0,0.0,,-7.1,06/03/2014,21
-2.8,75,3.05,0.0,0.0,,-6.6,06/03/2014,22
-3.0,77,3.47,0.0,0.0,,-6.5,06/03/2014,23
-3.0,78,3.73,0.0,0.0,,-6.3,07/03/2014,0
-2.8,78,3.73,0.0,0.0,,-6.1,07/03/2014,1
-2.7,78,3.23,0.0,0.0,,-6.0,07/03/2014,2
-2.3,77,3.33,0.0,0.0,,-5.8,07/03/2014,3
-2.0,77,3.4,0.0,0.0,,-5.5,07/03/2014,4
-1.6,76,3.32,0.0,0.0,,-5.3,07/03/2014,5
-1.5,76,4.05,0.0,0.0,,-5.1,07/03/2014,6
-1.4,77,3.45,0.0,0.0,,-4.9,07/03/2014,7
-1.2,77,3.49,0.0,0.0,,-4.7,07/03/2014,8
-0.7,77,3.89,0.0,0.0,,-4.3,07/03/2014,9
0.4,75,4.33,0.0,0.0,,-3.6,07/03/2014,10
1.6,73,4.18,0.0,0.0,,-2.6,07/03/2014,11
2.7,72,4.11,0.0,0.0,,-1.8,07/03/2014,12
3.5,72,3.83,0.0,0.0,,-1.1,07/03/2014,13
4.4,70,3.84,0.0,0.0,,-0.5,07/03/2014,14
4.9,68,3.64,0.0,0.0,,-0.5,07/03/2014,15
4.9,68,3.44,0.0,0.0,,-0.6,07/03/2014,16
5.0,67,3.49,0.0,0.0,,-0.7,07/03/2014,17
4.6,68,3.3,0.0,0.0,,-0.8,07/03/2014,18
3.4,74,2.67,0.0,0.0,,-0.9,07/03/2014,19
2.5,76,2.73,0.0,0.0,,-1.2,07/03/2014,20
1.8,78,3.1,0.0,0.0,,-1.6,07/03/2014,21
0.6,80,3.31,0.0,0.0,,-2.4,07/03/2014,22
-0.1,81,3.22,0.0,0.0,,-3.0,07/03/2014,23
-0.9,83,2.94,0.0,0.0,,-3.5,08/03/2014,0
-1.8,84,2.77,0.0,0.0,,-4.2,08/03/2014,1
-2.5,83,2.6,0.0,0.0,,-5.0,08/03/2014,2
-3.0,80,2.73,0.0,0.0,,-5.9,08/03/2014,3
-2.7,79,2.42,0.0,0.0,,-5.8,08/03/2014,4
-2.2,78,2.12,0.0,0.0,,-5.5,08/03/2014,5
-0.9,76,1.72,0.0,0.0,,-4.6,08/03/2014,6
-0.2,76,1.73,0.0,0.0,,-4.0,08/03/2014,7
0.0,76,1.8,0.0,0.0,,-3.6,08/03/2014,8
2.3,71,2.11,0.0,0.0,,-2.4,08/03/2014,9
3.8,70,2.2,0.0,0.0,,-1.2,08/03/2014,10
7.7,68,2.5,0.0,0.0,,2.3,08/03/2014,11
8.6,67,2.72,0.0,0.0,,2.8,08/03/2014,12
10.2,61,3.2,0.0,0.0,,3.0,08/03/2014,13
11.3,56,3.71,0.0,0.0,,3.0,08/03/2014,14
15.7,45,4.12,0.0,0.0,,3.7,08/03/2014,15
16.1,44,4.03,0.0,0.0,,3.9,08/03/2014,16
15.9,46,3.44,0.0,0.0,,4.3,08/03/2014,17
15.8,51,1.5,0.0,0.0,,5.7,08/03/2014,18
13.6,58,1.25,0.0,0.0,,5.6,08/03/2014,19
10.2,72,2.05,0.0,0.0,,5.4,08/03/2014,20
7.6,80,1.91,0.0,0.0,,4.4,08/03/2014,21
6.1,81,1.86,0.0,0.0,,3.0,08/03/2014,22
5.5,80,1.84,0.0,0.0,,2.4,08/03/2014,23
5.6,78,2.55,0.0,0.0,,2.1,09/03/2014,0
5.5,76,3.29,0.0,0.0,,1.6,09/03/2014,1
5.0,76,4.12,0.0,0.0,,1.2,09/03/2014,2
6.1,72,4.3,0.0,0.0,,1.3,09/03/2014,3
5.3,74,4.4,0.0,0.0,,1.0,09/03/2014,4
4.7,74,4.74,0.0,0.0,,0.6,09/03/2014,5
4.0,76,3.94,0.0,0.0,,0.1,09/03/2014,6
3.5,74,3.64,0.0,0.0,,-0.7,09/03/2014,7
2.8,73,3.55,0.0,0.0,,-1.6,09/03/2014,8
2.6,66,3.48,0.0,0.0,,-3.1,09/03/2014,9
3.2,58,4.44,0.0,0.0,,-4.4,09/03/2014,10
4.0,52,4.33,0.0,0.0,,-5.1,09/03/2014,11
5.0,47,4.31,0.0,0.0,,-5.3,09/03/2014,12
6.4,42,4.46,0.0,0.0,,-5.5,09/03/2014,13
7.5,38,4.6,0.0,0.0,,-5.8,09/03/2014,14
8.8,36,4.47,0.0,0.0,,-5.7,09/03/2014,15
9.0,34,4.1,0.0,0.0,,-6.2,09/03/2014,16
8.9,33,4.03,0.0,0.0,,-6.7,09/03/2014,17
8.3,33,2.5,0.0,0.0,,-6.9,09/03/2014,18
6.9,38,1.36,0.0,0.0,,-6.3,09/03/2014,19
5.0,44,1.71,0.0,0.0,,-6.1,09/03/2014,20
3.1,53,1.75,0.0,0.0,,-5.5,09/03/2014,21
2.0,62,1.7,0.0,0.0,,-4.6,09/03/2014,22
2.8,51,0.95,0.0,0.0,,-6.4,09/03/2014,23
2.2,52,1.06,0.0,0.0,,-6.6,10/03/2014,0
-0.7,72,1.8,0.0,0.0,,-5.2,10/03/2014,1
-0.9,73,2.06,0.0,0.0,,-5.1,10/03/2014,2
-0.3,74,2.51,0.0,0.0,,-4.4,10/03/2014,3
0.1,73,2.87,0.0,0.0,,-4.1,10/03/2014,4
0.3,74,2.8,0.0,0.0,,-3.9,10/03/2014,5
0.5,75,2.75,0.0,0.0,,-3.5,10/03/2014,6
0.3,79,2.59,0.0,0.0,,-3.0,10/03/2014,7
0.8,82,2.55,0.0,0.0,,-2.0,10/03/2014,8
2.5,76,2.33,0.0,0.0,,-1.2,10/03/2014,9
4.3,69,2.2,0.0,0.0,,-0.9,10/03/2014,10
5.7,65,2.02,0.0,0.0,,-0.4,10/03/2014,11
6.6,63,1.91,0.0,0.0,,-0.1,10/03/2014,12
7.5,60,2.1,0.0,0.0,,0.3,10/03/2014,13
8.9,59,2.79,0.0,0.0,,1.2,10/03/2014,14
12.4,49,3.71,0.0,0.0,,1.9,10/03/2014,15
13.6,46,4.3,0.0,0.0,,2.0,10/03/2014,16
13.8,45,4.53,0.0,0.0,,2.2,10/03/2014,17
13.1,49,3.29,0.0,0.0,,2.6,10/03/2014,18
11.3,53,3.76,0.0,0.0,,2.1,10/03/2014,19
9.9,57,3.71,0.0,0.0,,1.8,10/03/2014,20
9.2,61,3.74,0.0,0.0,,2.0,10/03/2014,21
8.7,64,3.75,0.0,0.0,,2.3,10/03/2014,22
8.1,68,3.4,0.0,0.0,,2.5,10/03/2014,23
7.4,71,3.16,0.0,0.0,,2.5,11/03/2014,0
6.7,74,3.27,0.0,0.0,,2.3,11/03/2014,1
6.0,75,3.4,0.0,0.0,,2.0,11/03/2014,2
6.0,71,3.26,0.0,0.0,,1.2,11/03/2014,3
5.2,74,3.11,0.0,0.0,,1.0,11/03/2014,4
4.6,77,3.01,0.0,0.0,,0.9,11/03/2014,5
4.6,79,2.8,0.0,0.0,,1.2,11/03/2014,6
4.7,80,2.8,0.0,0.0,,1.6,11/03/2014,7
5.0,82,2.6,0.0,0.0,,2.2,11/03/2014,8
6.6,82,1.8,0.0,0.0,,3.7,11/03/2014,9
9.8,75,1.6,0.0,0.0,,5.6,11/03/2014,10
13.3,62,1.4,0.0,0.0,,6.1,11/03/2014,11
15.6,56,2.1,0.0,0.0,,6.9,11/03/2014,12
17.1,54,2.9,0.0,0.0,,7.7,11/03/2014,13
18.0,53,2.62,0.0,0.0,,8.2,11/03/2014,14
20.0,45,2.66,0.0,0.0,,7.8,11/03/2014,15
20.3,45,2.24,0.0,0.0,,8.0,11/03/2014,16
20.5,45,1.94,0.0,0.0,,8.2,11/03/2014,17
19.6,54,0.67,0.0,0.0,,9.9,11/03/2014,18
17.5,60,2.2,0.0,0.0,,9.6,11/03/2014,19
14.3,68,2.64,0.0,0.0,,8.4,11/03/2014,20
12.5,74,2.83,0.0,0.0,,7.9,11/03/2014,21
11.4,76,2.56,0.0,0.0,,7.3,11/03/2014,22
10.3,80,2.3,0.0,0.0,,7.0,11/03/2014,23
9.4,85,2.66,0.0,0.0,,7.0,12/03/2014,0
8.6,89,2.59,0.0,0.0,,6.9,12/03/2014,1
8.2,91,2.2,0.0,0.0,,6.8,12/03/2014,2
7.5,88,1.84,0.0,0.0,,5.6,12/03/2014,3
6.7,92,2.0,0.0,0.0,,5.5,12/03/2014,4
7.4,90,1.63,0.0,0.0,,5.8,12/03/2014,5
6.9,92,1.43,0.0,0.0,,5.6,12/03/2014,6
5.7,96,1.5,0.0,0.0,,5.2,12/03/2014,7
5.9,97,2.27,0.0,0.0,,5.4,12/03/2014,8
8.7,90,2.59,0.0,0.0,,7.2,12/03/2014,9
11.6,79,2.9,0.0,0.0,,8.1,12/03/2014,10
13.3,73,4.06,0.0,0.0,,8.7,12/03/2014,11
15.8,68,5.55,0.0,0.0,,9.8,12/03/2014,12
18.5,64,6.52,0.0,0.0,,11.6,12/03/2014,13
19.0,63,7.87,0.0,0.0,,11.7,12/03/2014,14
18.3,70,6.33,0.4,0.0,,12.7,12/03/2014,15
18.1,73,6.28,0.1,0.0,,13.2,12/03/2014,16
18.0,75,5.95,0.0,0.0,,13.5,12/03/2014,17
17.9,76,5.28,0.0,0.0,,13.6,12/03/2014,18
15.9,86,5.34,2.4,0.0,,13.6,12/03/2014,19
9.9,68,9.53,0.3,0.0,,4.3,12/03/2014,20
5.0,49,9.75,0.0,0.0,,-4.8,12/03/2014,21
1.8,47,9.57,0.0,0.0,,-8.2,12/03/2014,22
0.1,47,8.31,0.0,0.0,,-9.9,12/03/2014,23
-0.8,46,8.49,0.0,0.0,,-11.0,13/03/2014,0
-1.3,45,8.07,0.0,0.0,,-11.7,13/03/2014,1
-1.6,45,7.67,0.0,0.0,,-11.9,13/03/2014,2
-1.8,43,7.56,0.0,0.0,,-12.7,13/03/2014,3
-2.3,42,7.48,0.0,0.0,,-13.4,13/03/2014,4
-2.8,40,7.39,0.0,0.0,,-14.6,13/03/2014,5
-3.3,37,7.63,0.0,0.0,,-15.9,13/03/2014,6
-3.8,35,7.99,0.0,0.0,,-17.1,13/03/2014,7
-4.2,35,8.02,0.0,0.0,,-17.5,13/03/2014,8
-4.0,34,8.14,0.0,0.0,,-17.7,13/03/2014,9
-3.4,32,8.14,0.0,0.0,,-17.8,13/03/2014,10
-2.5,30,8.12,0.0,0.0,,-17.7,13/03/2014,11
-1.4,28,8.06,0.0,0.0,,-17.8,13/03/2014,12
-0.4,26,8.08,0.0,0.0,,-17.8,13/03/2014,13
0.4,24,8.1,0.0,0.0,,-17.7,13/03/2014,14
0.5,24,8.13,0.0,0.0,,-17.7,13/03/2014,15
0.9,24,7.77,0.0,0.0,,-17.6,13/03/2014,16
1.1,23,7.35,0.0,0.0,,-17.9,13/03/2014,17
0.8,21,5.83,0.0,0.0,,-18.8,13/03/2014,18
-0.0,22,4.34,0.0,0.0,,-19.4,13/03/2014,19
-0.8,23,3.85,0.0,0.0,,-19.5,13/03/2014,20
-1.4,24,3.67,0.0,0.0,,-19.4,13/03/2014,21
-1.8,26,3.49,0.0,0.0,,-18.8,13/03/2014,22
-2.7,36,3.07,0.0,0.0,,-15.8,13/03/2014,23
-3.1,41,2.24,0.0,0.0,,-14.5,14/03/2014,0
-3.3,42,1.53,0.0,0.0,,-14.5,14/03/2014,1
-3.7,42,1.35,0.0,0.0,,-14.7,14/03/2014,2
-3.6,42,1.58,0.0,0.0,,-14.6,14/03/2014,3
-3.7,45,1.62,0.0,0.0,,-13.8,14/03/2014,4
-4.1,50,1.87,0.0,0.0,,-12.9,14/03/2014,5
-4.1,53,2.44,0.0,0.0,,-12.4,14/03/2014,6
-4.0,51,2.94,0.0,0.0,,-12.6,14/03/2014,7
-2.9,51,3.26,0.0,0.0,,-11.7,14/03/2014,8
0.2,45,3.51,0.0,0.0,,-10.3,14/03/2014,9
2.5,38,3.86,0.0,0.0,,-10.5,14/03/2014,10
4.9,36,4.02,0.0,0.0,,-9.0,14/03/2014,11
6.8,34,4.32,0.0,0.0,,-7.9,14/03/2014,12
8.6,33,4.71,0.0,0.0,,-6.6,14/03/2014,13
10.0,33,5.04,0.0,0.0,,-5.5,14/03/2014,14
11.5,34,5.41,0.0,0.0,,-3.9,14/03/2014,15
12.3,34,5.63,0.0,0.0,,-3.3,14/03/2014,16
12.2,35,5.05,0.0,0.0,,-2.7,14/03/2014,17
11.3,38,3.8,0.0,0.0,,-2.5,14/03/2014,18
10.1,38,4.14,0.0,0.0,,-3.6,14/03/2014,19
9.3,38,5.0,0.0,0.0,,-4.2,14/03/2014,20
9.1,39,5.63,0.0,0.0,,-4.3,14/03/2014,21
8.9,40,5.79,0.0,0.0,,-4.0,14/03/2014,22
8.8,41,5.91,0.0,0.0,,-3.7,14/03/2014,23
8.9,42,5.88,0.0,0.0,,-3.2,15/03/2014,0
9.0,44,5.78,0.0,0.0,,-2.7,15/03/2014,1
9.0,45,5.53,0.0,0.0,,-2.3,15/03/2014,2
9.9,43,5.34,0.0,0.0,,-2.2,15/03/2014,3
9.5,45,5.06,0.0,0.0,,-1.8,15/03/2014,4
8.9,48,4.74,0.0,0.0,,-1.5,15/03/2014,5
8.1,52,3.88,0.0,0.0,,-1.2,15/03/2014,6
7.5,55,3.48,0.0,0.0,,-0.9,15/03/2014,7
7.4,60,3.33,0.0,0.0,,0.1,15/03/2014,8
8.2,62,3.16,0.0,0.0,,1.5,15/03/2014,9
10.7,58,2.82,0.0,0.0,,2.7,15/03/2014,10
13.1,54,3.31,0.0,0.0,,4.0,15/03/2014,11
13.9,48,5.01,0.0,0.0,,3.2,15/03/2014,12
14.6,43,6.4,0.0,0.0,,2.3,15/03/2014,13
15.2,39,6.31,0.0,0.0,,1.4,15/03/2014,14
16.8,35,6.35,0.0,0.0,,1.3,15/03/2014,15
17.0,32,5.82,0.0,0.0,,0.1,15/03/2014,16
16.4,30,5.6,0.0,0.0,,-1.4,15/03/2014,17
15.2,33,3.38,0.0,0.0,,-1.0,15/03/2014,18
12.9,36,2.72,0.0,0.0,,-1.6,15/03/2014,19
10.9,41,2.73,0.0,0.0,,-1.8,15/03/2014,20
9.3,45,2.73,0.0,0.0,,-2.0,15/03/2014,21
7.9,49,2.68,0.0,0.0,,-2.1,15/03/2014,22
6.5,54,2.42,0.0,0.0,,-2.1,15/03/2014,23
5.0,60,2.4,0.0,0.0,,-2.1,16/03/2014,0
3.8,64,2.6,0.0,0.0,,-2.3,16/03/2014,1
2.9,67,2.55,0.0,0.0,,-2.5,16/03/2014,2
2.6,72,2.6,0.0,0.0,,-1.9,16/03/2014,3
1.8,75,2.5,0.0,0.0,,-2.1,16/03/2014,4
1.0,78,2.3,0.0,0.0,,-2.4,16/03/2014,5
0.2,79,2.3,0.0,0.0,,-2.9,16/03/2014,6
-0.2,79,2.2,0.0,0.0,,-3.4,16/03/2014,7
0.0,78,2.55,0.0,0.0,,-3.4,16/03/2014,8
2.6,59,2.68,0.0,0.0,,-4.7,16/03/2014,9
3.7,52,3.55,0.0,0.0,,-5.2,16/03/2014,10
4.9,48,2.44,0.0,0.0,,-5.3,16/03/2014,11
5.9,45,2.3,0.0,0.0,,-5.2,16/03/2014,12
6.6,43,2.02,0.0,0.0,,-5.1,16/03/2014,13
7.2,41,1.8,0.0,0.0,,-5.1,16/03/2014,14
7.1,42,2.08,0.0,0.0,,-5.0,16/03/2014,15
6.6,43,2.47,0.0,0.0,,-5.0,16/03/2014,16
5.7,47,3.12,0.0,0.0,,-4.7,16/03/2014,17
4.5,54,3.47,0.2,0.07,,-4.0,16/03/2014,18
3.6,59,4.25,0.2,0.14,,-3.7,16/03/2014,19
2.6,66,4.68,0.3,0.21,,-3.2,16/03/2014,20
1.6,71,4.5,0.6,0.42,,-3.2,16/03/2014,21
0.9,75,4.05,0.7,0.49,,-3.0,16/03/2014,22
0.5,79,3.56,0.7,0.49,,-2.8,16/03/2014,23
0.1,82,3.62,1.0,0.7,,-2.6,17/03/2014,0
-0.3,84,3.8,1.0,0.7,,-2.7,17/03/2014,1
-1.0,87,3.49,1.0,0.7,,-3.0,17/03/2014,2
-2.7,90,3.23,1.6,1.12,,-4.1,17/03/2014,3
-3.0,90,2.95,1.5,1.05,,-4.5,17/03/2014,4
-3.4,89,3.09,1.2,0.84,,-4.9,17/03/2014,5
-3.6,88,3.01,0.7,0.49,,-5.3,17/03/2014,6
-3.9,87,3.32,0.5,0.35,,-5.7,17/03/2014,7
-3.9,87,3.42,0.3,0.21,,-5.8,17/03/2014,8
-3.7,83,3.9,0.2,0.14,,-6.2,17/03/2014,9
-3.3,78,4.02,0.1,0.07,,-6.6,17/03/2014,10
-2.9,77,4.2,0.1,0.07,,-6.4,17/03/2014,11
-2.4,75,4.34,0.1,0.07,,-6.1,17/03/2014,12
-2.0,75,4.12,0.1,0.07,,-5.9,17/03/2014,13
-1.9,76,3.47,0.2,0.14,,-5.6,17/03/2014,14
-1.3,71,3.05,0.0,0.07,,-5.8,17/03/2014,15
-0.6,71,2.97,0.0,0.0,,-5.3,17/03/2014,16
-0.7,72,2.8,0.0,0.0,,-5.2,17/03/2014,17
-1.0,74,2.24,0.0,0.0,,-5.0,17/03/2014,18
-1.3,79,2.33,0.0,0.0,,-4.4,17/03/2014,19
-1.8,83,2.02,0.0,0.0,,-4.2,17/03/2014,20
-2.0,85,1.84,0.0,0.0,,-4.2,17/03/2014,21
-2.2,86,2.0,0.0,0.0,,-4.2,17/03/2014,22
-2.1,85,2.11,0.0,0.0,,-4.3,17/03/2014,23
-2.2,86,2.47,0.0,0.0,,-4.3,18/03/2014,0
-2.2,86,1.96,0.0,0.0,,-4.3,18/03/2014,1
-2.3,86,1.92,0.0,0.0,,-4.3,18/03/2014,2
-2.0,83,2.19,0.0,0.0,,-4.5,18/03/2014,3
-2.0,82,2.33,0.0,0.0,,-4.6,18/03/2014,4
-2.1,81,2.69,0.0,0.0,,-4.9,18/03/2014,5
-2.1,80,1.68,0.0,0.0,,-5.0,18/03/2014,6
-2.0,80,2.42,0.0,0.0,,-5.0,18/03/2014,7
